"","Region","Market","Chart","Name","Unit","Year","Value"
"25","United Kingdom","Social Media Advertising","Ad Spending","Social Media Advertising Mobile","million USD (US$)","2021",5774.978
"26","United Kingdom","Social Media Advertising","Ad Spending","Social Media Advertising Mobile","million USD (US$)","2022",6616.765
"27","United Kingdom","Social Media Advertising","Ad Spending","Social Media Advertising Mobile","million USD (US$)","2023",7281.573
"28","United Kingdom","Social Media Advertising","Ad Spending","Social Media Advertising Mobile","million USD (US$)","2024",7916.957
"29","United Kingdom","Social Media Advertising","Ad Spending","Social Media Advertising Mobile","million USD (US$)","2025",8557.416
"30","United Kingdom","Social Media Advertising","Ad Spending","Social Media Advertising Mobile","million USD (US$)","2026",9321.397
"31","United Kingdom","Social Media Advertising","Ad Spending Growth","Total","percent","2017",NA
"32","United Kingdom","Social Media Advertising","Ad Spending Growth","Total","percent","2018",37.695
"33","United Kingdom","Social Media Advertising","Ad Spending Growth","Total","percent","2019",21.379
"34","United Kingdom","Social Media Advertising","Ad Spending Growth","Total","percent","2020",21.816
"35","United Kingdom","Social Media Advertising","Ad Spending Growth","Total","percent","2021",22.733
"36","United Kingdom","Social Media Advertising","Ad Spending Growth","Total","percent","2022",13.788
"37","United Kingdom","Social Media Advertising","Ad Spending Growth","Total","percent","2023",9.48
"38","United Kingdom","Social Media Advertising","Ad Spending Growth","Total","percent","2024",8.317
"39","United Kingdom","Social Media Advertising","Ad Spending Growth","Total","percent","2025",7.668
"40","United Kingdom","Social Media Advertising","Ad Spending Growth","Total","percent","2026",8.505
"41","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Desktop","percent","2017",NA
"42","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Desktop","percent","2018",31.806
"43","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Desktop","percent","2019",17.238
"44","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Desktop","percent","2020",18.561
"45","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Desktop","percent","2021",20.169
"46","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Desktop","percent","2022",11.951
"47","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Desktop","percent","2023",8.127
"48","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Desktop","percent","2024",7.326
"49","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Desktop","percent","2025",6.632
"50","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Desktop","percent","2026",7.451
"51","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Mobile","percent","2017",NA
"52","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Mobile","percent","2018",40.741
"53","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Mobile","percent","2019",23.385
"54","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Mobile","percent","2020",23.314
"55","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Mobile","percent","2021",23.868
"56","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Mobile","percent","2022",14.576
"57","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Mobile","percent","2023",10.047
"58","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Mobile","percent","2024",8.726
"59","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Mobile","percent","2025",8.09
"60","United Kingdom","Social Media Advertising","Ad Spending Growth","Social Media Advertising Mobile","percent","2026",8.928
"61","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2017",56.302
"62","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2018",75.829
"63","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2019",90.34
"64","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2020",108.358
"65","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2021",131.309
"66","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2022",147.862
"67","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2023",160.485
"68","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2024",172.567
"69","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2025",184.621
"70","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2026",199.194
"71","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Desktop","USD (US$)","2017",19.196
"72","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Desktop","USD (US$)","2018",24.748
"73","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Desktop","USD (US$)","2019",28.478
"74","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Desktop","USD (US$)","2020",33.245
"75","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Desktop","USD (US$)","2021",39.445
"76","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Desktop","USD (US$)","2022",43.7
"77","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Desktop","USD (US$)","2023",46.845
"78","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Desktop","USD (US$)","2024",49.91
"79","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Desktop","USD (US$)","2025",52.883
"80","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Desktop","USD (US$)","2026",56.503
"81","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Mobile","USD (US$)","2017",37.107
"82","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Mobile","USD (US$)","2018",51.082
"83","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Mobile","USD (US$)","2019",61.863
"84","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Mobile","USD (US$)","2020",75.113
"85","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Mobile","USD (US$)","2021",91.864
"86","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Mobile","USD (US$)","2022",104.162
"87","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Mobile","USD (US$)","2023",113.64
"88","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Mobile","USD (US$)","2024",122.656
"89","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Mobile","USD (US$)","2025",131.738
"90","United Kingdom","Social Media Advertising","Average Ad Spending per Internet User","Social Media Advertising Mobile","USD (US$)","2026",142.691
"91","United Kingdom","Social Media Advertising","Users by Age","18-24 years","percent","2017",NA
"92","United Kingdom","Social Media Advertising","Users by Age","18-24 years","percent","2018",NA
"93","United Kingdom","Social Media Advertising","Users by Age","18-24 years","percent","2019",NA
"94","United Kingdom","Social Media Advertising","Users by Age","18-24 years","percent","2020",NA
"95","United Kingdom","Social Media Advertising","Users by Age","18-24 years","percent","2021",14.604
"96","United Kingdom","Social Media Advertising","Users by Age","18-24 years","percent","2022",NA
"97","United Kingdom","Social Media Advertising","Users by Age","18-24 years","percent","2023",NA
"98","United Kingdom","Social Media Advertising","Users by Age","18-24 years","percent","2024",NA
"99","United Kingdom","Social Media Advertising","Users by Age","18-24 years","percent","2025",NA
"100","United Kingdom","Social Media Advertising","Users by Age","18-24 years","percent","2026",NA
"101","United Kingdom","Social Media Advertising","Users by Age","25-34 years","percent","2017",NA
"102","United Kingdom","Social Media Advertising","Users by Age","25-34 years","percent","2018",NA
"103","United Kingdom","Social Media Advertising","Users by Age","25-34 years","percent","2019",NA
"104","United Kingdom","Social Media Advertising","Users by Age","25-34 years","percent","2020",NA
"105","United Kingdom","Social Media Advertising","Users by Age","25-34 years","percent","2021",24.34
"106","United Kingdom","Social Media Advertising","Users by Age","25-34 years","percent","2022",NA
"107","United Kingdom","Social Media Advertising","Users by Age","25-34 years","percent","2023",NA
"108","United Kingdom","Social Media Advertising","Users by Age","25-34 years","percent","2024",NA
"109","United Kingdom","Social Media Advertising","Users by Age","25-34 years","percent","2025",NA
"110","United Kingdom","Social Media Advertising","Users by Age","25-34 years","percent","2026",NA
"111","United Kingdom","Social Media Advertising","Users by Age","35-44 years","percent","2017",NA
"112","United Kingdom","Social Media Advertising","Users by Age","35-44 years","percent","2018",NA
"113","United Kingdom","Social Media Advertising","Users by Age","35-44 years","percent","2019",NA
"114","United Kingdom","Social Media Advertising","Users by Age","35-44 years","percent","2020",NA
"115","United Kingdom","Social Media Advertising","Users by Age","35-44 years","percent","2021",22.838
"116","United Kingdom","Social Media Advertising","Users by Age","35-44 years","percent","2022",NA
"117","United Kingdom","Social Media Advertising","Users by Age","35-44 years","percent","2023",NA
"118","United Kingdom","Social Media Advertising","Users by Age","35-44 years","percent","2024",NA
"119","United Kingdom","Social Media Advertising","Users by Age","35-44 years","percent","2025",NA
"120","United Kingdom","Social Media Advertising","Users by Age","35-44 years","percent","2026",NA
"121","United Kingdom","Social Media Advertising","Users by Age","45-54 years","percent","2017",NA
"122","United Kingdom","Social Media Advertising","Users by Age","45-54 years","percent","2018",NA
"123","United Kingdom","Social Media Advertising","Users by Age","45-54 years","percent","2019",NA
"124","United Kingdom","Social Media Advertising","Users by Age","45-54 years","percent","2020",NA
"125","United Kingdom","Social Media Advertising","Users by Age","45-54 years","percent","2021",21.491
"126","United Kingdom","Social Media Advertising","Users by Age","45-54 years","percent","2022",NA
"127","United Kingdom","Social Media Advertising","Users by Age","45-54 years","percent","2023",NA
"128","United Kingdom","Social Media Advertising","Users by Age","45-54 years","percent","2024",NA
"129","United Kingdom","Social Media Advertising","Users by Age","45-54 years","percent","2025",NA
"130","United Kingdom","Social Media Advertising","Users by Age","45-54 years","percent","2026",NA
"131","United Kingdom","Social Media Advertising","Users by Age","55-64 years","percent","2017",NA
"132","United Kingdom","Social Media Advertising","Users by Age","55-64 years","percent","2018",NA
"133","United Kingdom","Social Media Advertising","Users by Age","55-64 years","percent","2019",NA
"134","United Kingdom","Social Media Advertising","Users by Age","55-64 years","percent","2020",NA
"135","United Kingdom","Social Media Advertising","Users by Age","55-64 years","percent","2021",16.727
"136","United Kingdom","Social Media Advertising","Users by Age","55-64 years","percent","2022",NA
"137","United Kingdom","Social Media Advertising","Users by Age","55-64 years","percent","2023",NA
"138","United Kingdom","Social Media Advertising","Users by Age","55-64 years","percent","2024",NA
"139","United Kingdom","Social Media Advertising","Users by Age","55-64 years","percent","2025",NA
"140","United Kingdom","Social Media Advertising","Users by Age","55-64 years","percent","2026",NA
"141","United Kingdom","Social Media Advertising","Users by Gender","female","percent","2017",NA
"142","United Kingdom","Social Media Advertising","Users by Gender","female","percent","2018",NA
"143","United Kingdom","Social Media Advertising","Users by Gender","female","percent","2019",NA
"144","United Kingdom","Social Media Advertising","Users by Gender","female","percent","2020",NA
"145","United Kingdom","Social Media Advertising","Users by Gender","female","percent","2021",51.217
"146","United Kingdom","Social Media Advertising","Users by Gender","female","percent","2022",NA
"147","United Kingdom","Social Media Advertising","Users by Gender","female","percent","2023",NA
"148","United Kingdom","Social Media Advertising","Users by Gender","female","percent","2024",NA
"149","United Kingdom","Social Media Advertising","Users by Gender","female","percent","2025",NA
"150","United Kingdom","Social Media Advertising","Users by Gender","female","percent","2026",NA
"151","United Kingdom","Social Media Advertising","Users by Gender","male","percent","2017",NA
"152","United Kingdom","Social Media Advertising","Users by Gender","male","percent","2018",NA
"153","United Kingdom","Social Media Advertising","Users by Gender","male","percent","2019",NA
"154","United Kingdom","Social Media Advertising","Users by Gender","male","percent","2020",NA
"155","United Kingdom","Social Media Advertising","Users by Gender","male","percent","2021",48.783
"156","United Kingdom","Social Media Advertising","Users by Gender","male","percent","2022",NA
"157","United Kingdom","Social Media Advertising","Users by Gender","male","percent","2023",NA
"158","United Kingdom","Social Media Advertising","Users by Gender","male","percent","2024",NA
"159","United Kingdom","Social Media Advertising","Users by Gender","male","percent","2025",NA
"160","United Kingdom","Social Media Advertising","Users by Gender","male","percent","2026",NA
"161","United Kingdom","Social Media Advertising","Users by Income","high income","percent","2017",NA
"162","United Kingdom","Social Media Advertising","Users by Income","high income","percent","2018",NA
"163","United Kingdom","Social Media Advertising","Users by Income","high income","percent","2019",NA
"164","United Kingdom","Social Media Advertising","Users by Income","high income","percent","2020",NA
"165","United Kingdom","Social Media Advertising","Users by Income","high income","percent","2021",35.719
"166","United Kingdom","Social Media Advertising","Users by Income","high income","percent","2022",NA
"167","United Kingdom","Social Media Advertising","Users by Income","high income","percent","2023",NA
"168","United Kingdom","Social Media Advertising","Users by Income","high income","percent","2024",NA
"169","United Kingdom","Social Media Advertising","Users by Income","high income","percent","2025",NA
"170","United Kingdom","Social Media Advertising","Users by Income","high income","percent","2026",NA
"171","United Kingdom","Social Media Advertising","Users by Income","low income","percent","2017",NA
"172","United Kingdom","Social Media Advertising","Users by Income","low income","percent","2018",NA
"173","United Kingdom","Social Media Advertising","Users by Income","low income","percent","2019",NA
"174","United Kingdom","Social Media Advertising","Users by Income","low income","percent","2020",NA
"175","United Kingdom","Social Media Advertising","Users by Income","low income","percent","2021",31.008
"176","United Kingdom","Social Media Advertising","Users by Income","low income","percent","2022",NA
"177","United Kingdom","Social Media Advertising","Users by Income","low income","percent","2023",NA
"178","United Kingdom","Social Media Advertising","Users by Income","low income","percent","2024",NA
"179","United Kingdom","Social Media Advertising","Users by Income","low income","percent","2025",NA
"180","United Kingdom","Social Media Advertising","Users by Income","low income","percent","2026",NA
"181","United Kingdom","Social Media Advertising","Users by Income","medium income","percent","2017",NA
"182","United Kingdom","Social Media Advertising","Users by Income","medium income","percent","2018",NA
"183","United Kingdom","Social Media Advertising","Users by Income","medium income","percent","2019",NA
"184","United Kingdom","Social Media Advertising","Users by Income","medium income","percent","2020",NA
"185","United Kingdom","Social Media Advertising","Users by Income","medium income","percent","2021",33.274
"186","United Kingdom","Social Media Advertising","Users by Income","medium income","percent","2022",NA
"187","United Kingdom","Social Media Advertising","Users by Income","medium income","percent","2023",NA
"188","United Kingdom","Social Media Advertising","Users by Income","medium income","percent","2024",NA
"189","United Kingdom","Social Media Advertising","Users by Income","medium income","percent","2025",NA
"190","United Kingdom","Social Media Advertising","Users by Income","medium income","percent","2026",NA
"191","United Kingdom","Social Media Advertising","Usage Shares","Other","percent","2017",NA
"192","United Kingdom","Social Media Advertising","Usage Shares","Other","percent","2018",NA
"193","United Kingdom","Social Media Advertising","Usage Shares","Other","percent","2019",NA
"194","United Kingdom","Social Media Advertising","Usage Shares","Other","percent","2020",NA
"195","United Kingdom","Social Media Advertising","Usage Shares","Other","percent","2021",5
"196","United Kingdom","Social Media Advertising","Usage Shares","Other","percent","2022",NA
"197","United Kingdom","Social Media Advertising","Usage Shares","Other","percent","2023",NA
"198","United Kingdom","Social Media Advertising","Usage Shares","Other","percent","2024",NA
"199","United Kingdom","Social Media Advertising","Usage Shares","Other","percent","2025",NA
"200","United Kingdom","Social Media Advertising","Usage Shares","Other","percent","2026",NA
"201","United Kingdom","Social Media Advertising","Usage Shares","LinkedIn","percent","2017",NA
"202","United Kingdom","Social Media Advertising","Usage Shares","LinkedIn","percent","2018",NA
"203","United Kingdom","Social Media Advertising","Usage Shares","LinkedIn","percent","2019",NA
"204","United Kingdom","Social Media Advertising","Usage Shares","LinkedIn","percent","2020",NA
"205","United Kingdom","Social Media Advertising","Usage Shares","LinkedIn","percent","2021",5
"206","United Kingdom","Social Media Advertising","Usage Shares","LinkedIn","percent","2022",NA
"207","United Kingdom","Social Media Advertising","Usage Shares","LinkedIn","percent","2023",NA
"208","United Kingdom","Social Media Advertising","Usage Shares","LinkedIn","percent","2024",NA
"209","United Kingdom","Social Media Advertising","Usage Shares","LinkedIn","percent","2025",NA
"210","United Kingdom","Social Media Advertising","Usage Shares","LinkedIn","percent","2026",NA
"211","United Kingdom","Social Media Advertising","Usage Shares","Meta Platforms, Inc.","percent","2017",NA
"212","United Kingdom","Social Media Advertising","Usage Shares","Meta Platforms, Inc.","percent","2018",NA
"213","United Kingdom","Social Media Advertising","Usage Shares","Meta Platforms, Inc.","percent","2019",NA
"214","United Kingdom","Social Media Advertising","Usage Shares","Meta Platforms, Inc.","percent","2020",NA
"215","United Kingdom","Social Media Advertising","Usage Shares","Meta Platforms, Inc.","percent","2021",80
"216","United Kingdom","Social Media Advertising","Usage Shares","Meta Platforms, Inc.","percent","2022",NA
"217","United Kingdom","Social Media Advertising","Usage Shares","Meta Platforms, Inc.","percent","2023",NA
"218","United Kingdom","Social Media Advertising","Usage Shares","Meta Platforms, Inc.","percent","2024",NA
"219","United Kingdom","Social Media Advertising","Usage Shares","Meta Platforms, Inc.","percent","2025",NA
"220","United Kingdom","Social Media Advertising","Usage Shares","Meta Platforms, Inc.","percent","2026",NA
"221","United Kingdom","Social Media Advertising","Usage Shares","Snapchat","percent","2017",NA
"222","United Kingdom","Social Media Advertising","Usage Shares","Snapchat","percent","2018",NA
"223","United Kingdom","Social Media Advertising","Usage Shares","Snapchat","percent","2019",NA
"224","United Kingdom","Social Media Advertising","Usage Shares","Snapchat","percent","2020",NA
"225","United Kingdom","Social Media Advertising","Usage Shares","Snapchat","percent","2021",5
"226","United Kingdom","Social Media Advertising","Usage Shares","Snapchat","percent","2022",NA
"227","United Kingdom","Social Media Advertising","Usage Shares","Snapchat","percent","2023",NA
"228","United Kingdom","Social Media Advertising","Usage Shares","Snapchat","percent","2024",NA
"229","United Kingdom","Social Media Advertising","Usage Shares","Snapchat","percent","2025",NA
"230","United Kingdom","Social Media Advertising","Usage Shares","Snapchat","percent","2026",NA
"231","United Kingdom","Social Media Advertising","Usage Shares","TikTok","percent","2017",NA
"232","United Kingdom","Social Media Advertising","Usage Shares","TikTok","percent","2018",NA
"233","United Kingdom","Social Media Advertising","Usage Shares","TikTok","percent","2019",NA
"234","United Kingdom","Social Media Advertising","Usage Shares","TikTok","percent","2020",NA
"235","United Kingdom","Social Media Advertising","Usage Shares","TikTok","percent","2021",5
"236","United Kingdom","Social Media Advertising","Usage Shares","TikTok","percent","2022",NA
"237","United Kingdom","Social Media Advertising","Usage Shares","TikTok","percent","2023",NA
"238","United Kingdom","Social Media Advertising","Usage Shares","TikTok","percent","2024",NA
"239","United Kingdom","Social Media Advertising","Usage Shares","TikTok","percent","2025",NA
"240","United Kingdom","Social Media Advertising","Usage Shares","TikTok","percent","2026",NA
"241","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Facebook, Inc.","million USD (US$)","2017",40653
"242","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Facebook, Inc.","million USD (US$)","2018",55838
"243","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Facebook, Inc.","million USD (US$)","2019",70697
"244","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Facebook, Inc.","million USD (US$)","2020",85965
"245","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Facebook, Inc.","million USD (US$)","2021",NA
"246","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Facebook, Inc.","million USD (US$)","2022",NA
"247","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Facebook, Inc.","million USD (US$)","2023",NA
"248","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Facebook, Inc.","million USD (US$)","2024",NA
"249","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Facebook, Inc.","million USD (US$)","2025",NA
"250","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Facebook, Inc.","million USD (US$)","2026",NA
"251","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Kakao Corp.","million USD (US$)","2017",1744.766
"252","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Kakao Corp.","million USD (US$)","2018",2196.153
"253","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Kakao Corp.","million USD (US$)","2019",2634.036
"254","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Kakao Corp.","million USD (US$)","2020",3443.403
"255","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Kakao Corp.","million USD (US$)","2021",NA
"256","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Kakao Corp.","million USD (US$)","2022",NA
"257","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Kakao Corp.","million USD (US$)","2023",NA
"258","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Kakao Corp.","million USD (US$)","2024",NA
"259","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Kakao Corp.","million USD (US$)","2025",NA
"260","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Kakao Corp.","million USD (US$)","2026",NA
"261","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Microsoft Corp.","million USD (US$)","2017",96016
"262","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Microsoft Corp.","million USD (US$)","2018",110175
"263","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Microsoft Corp.","million USD (US$)","2019",125502
"264","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Microsoft Corp.","million USD (US$)","2020",143015
"265","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Microsoft Corp.","million USD (US$)","2021",NA
"266","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Microsoft Corp.","million USD (US$)","2022",NA
"267","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Microsoft Corp.","million USD (US$)","2023",NA
"268","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Microsoft Corp.","million USD (US$)","2024",NA
"269","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Microsoft Corp.","million USD (US$)","2025",NA
"270","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Microsoft Corp.","million USD (US$)","2026",NA
"271","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","NAVER Corp.","million USD (US$)","2017",4138.369
"272","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","NAVER Corp.","million USD (US$)","2018",5076.431
"273","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","NAVER Corp.","million USD (US$)","2019",3735.464
"274","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","NAVER Corp.","million USD (US$)","2020",4393.823
"275","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","NAVER Corp.","million USD (US$)","2021",NA
"276","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","NAVER Corp.","million USD (US$)","2022",NA
"277","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","NAVER Corp.","million USD (US$)","2023",NA
"278","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","NAVER Corp.","million USD (US$)","2024",NA
"279","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","NAVER Corp.","million USD (US$)","2025",NA
"280","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","NAVER Corp.","million USD (US$)","2026",NA
"281","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Pinterest, Inc.","million USD (US$)","2017",472.852
"282","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Pinterest, Inc.","million USD (US$)","2018",755.932
"283","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Pinterest, Inc.","million USD (US$)","2019",1142.761
"284","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Pinterest, Inc.","million USD (US$)","2020",1692.658
"285","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Pinterest, Inc.","million USD (US$)","2021",NA
"286","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Pinterest, Inc.","million USD (US$)","2022",NA
"287","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Pinterest, Inc.","million USD (US$)","2023",NA
"288","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Pinterest, Inc.","million USD (US$)","2024",NA
"289","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Pinterest, Inc.","million USD (US$)","2025",NA
"290","United Kingdom","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Pinterest, Inc.","million USD (US$)","2026",NA
